Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Cycling,2019-06-21 13:51:07,false,"Washington Cycling","2.01","63","00:10:35","92","123","0.3","--","--","11.4","19.3","46","75","0.00","0.0","0.0","0.0","0.0","0.0","10:35","0:00","80.6","0:00","No","00:00.00","1","0.0"
Cycling,2019-01-08 08:44:55,false,"Washington Cycling","1.04","94","00:10:43","108","127","0.5","--","--","5.8","16.6","23","46","0.00","0.0","0.0","0.0","0.0","0.0","10:43","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2019-01-07 21:08:56,false,"Treadmill Running","2.00","242","00:15:22","149","160","2.8","167","179","7:41","4:46","--","--","1.24","0.0","0.0","0.0","0.0","0.0","15:22","0:00","77.0","0:00","No","00:00.00","2","0.0"
Cycling,2019-01-07 09:02:16,false,"Washington Cycling","0.60","54","00:06:20.5","105","121","0.3","--","--","5.7","16.5","26","49","0.00","0.0","0.0","0.0","0.0","0.0","6:20.5","0:00","71.6","0:00","No","00:00.00","1","0.0"
Indoor Cycling,2019-01-05 20:41:30,false,"Indoor Cycling","0.00","207","00:24:53","108","149","0.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","24:53","0:00","78.8","0:00","No","00:00.00","1","0.0"
Elliptical,2019-01-05 20:02:42,false,"Elliptical","0.00","487","00:35:27","136","175","3.0","120","244","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","35:27","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2019-01-04 19:44:02,false,"Washington Cycling","0.98","93","00:11:45","104","130","0.4","--","--","5.0","14.2","75","30","0.00","0.0","0.0","0.0","0.0","0.0","11:45","0:00","73.4","0:00","No","00:00.00","2","0.0"
Cycling,2019-01-03 19:36:06,false,"Washington Cycling","1.49","147","00:12:55","122","143","1.3","--","--","6.9","13.0","23","49","0.00","0.0","0.0","0.0","0.0","0.0","12:55","0:00","69.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-01-03 18:41:37,false,"Washington Cycling","1.66","111","00:10:58","114","138","0.9","--","--","9.1","18.8","49","10","0.00","0.0","0.0","0.0","0.0","0.0","10:58","0:00","69.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-01-03 08:28:29,false,"Washington Cycling","1.04","78","00:08:21.1","110","130","0.5","--","--","7.5","18.7","26","49","0.00","0.0","0.0","0.0","0.0","0.0","8:21.1","0:00","69.8","0:00","No","00:00.00","1","0.0"
Cycling,2019-01-02 08:18:10,false,"Washington Cycling","0.95","54","00:06:15.7","106","125","0.3","--","--","9.1","18.1","26","46","0.00","0.0","0.0","0.0","0.0","0.0","6:15.7","0:00","75.2","0:00","No","00:00.00","1","0.0"
Running,2019-01-01 12:17:52,false,"Washington Running","2.80","368","00:24:34","145","161","3.0","165","181","8:46","7:10","184","197","1.11","0.0","0.0","0.0","0.0","0.0","24:34","0:00","68.0","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-12-30 16:29:15,false,"Treadmill Running","2.00","228","00:15:18","142","154","2.5","171","179","7:40","4:43","--","--","1.23","0.0","0.0","0.0","0.0","0.0","15:18","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-12-28 17:01:38,false,"Treadmill Running","2.01","234","00:15:05","147","163","2.7","174","181","7:31","4:40","--","--","1.23","0.0","0.0","0.0","0.0","0.0","15:05","0:00","73.4","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-12-27 14:07:23,false,"Treadmill Running","3.01","353","00:22:38","148","161","3.1","174","179","7:31","5:40","--","--","1.24","0.0","0.0","0.0","0.0","0.0","22:38","0:00","73.4","0:00","No","00:00.00","4","0.0"
Treadmill Running,2018-12-26 13:44:34,false,"Treadmill Running","3.00","357","00:22:48","149","161","3.1","173","179","7:36","7:50","--","--","1.06","0.0","0.0","0.0","0.0","0.0","22:48","0:00","75.2","0:00","No","00:00.00","3","0.0"
Running,2018-12-25 14:57:52,false,"Shawnee Running","4.02","568","00:36:37","153","170","3.5","166","176","9:06","7:10","249","253","1.07","0.0","0.0","0.0","0.0","0.0","36:37","0:00","57.2","0:00","No","00:00.00","5","0.0"
Treadmill Running,2018-12-24 13:38:07,false,"Treadmill Running","2.06","243","00:15:31","149","161","2.8","171","177","7:32","7:01","--","--","1.25","0.0","0.0","0.0","0.0","0.0","15:31","0:00","75.2","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-12-22 22:13:31,false,"Treadmill Running","2.01","239","00:15:29","147","168","2.9","167","173","7:42","5:36","--","--","1.25","0.0","0.0","0.0","0.0","0.0","15:29","0:00","75.2","0:00","No","00:00.00","3","0.0"
Indoor Cycling,2018-12-21 23:51:59,false,"Indoor Cycling","0.00","281","00:35:31","106","132","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","35:31","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-21 09:28:01,false,"Washington Cycling","0.99","62","00:05:58.1","115","129","0.6","--","--","9.9","16.5","23","39","0.00","0.0","0.0","0.0","0.0","0.0","5:58.1","0:00","80.6","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-20 21:26:37,false,"Treadmill Running","2.00","264","00:15:17","164","177","3.3","169","175","7:38","7:26","--","--","1.20","0.0","0.0","0.0","0.0","0.0","15:17","0:00","78.8","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-12-19 21:28:23,false,"Treadmill Running","1.96","253","00:15:21","157","164","3.1","169","177","7:51","5:34","--","--","1.22","0.0","0.0","0.0","0.0","0.0","15:21","0:00","78.8","0:00","No","00:00.00","2","0.0"
Cycling,2018-12-19 19:37:29,false,"Washington Cycling","0.42","47","00:04:58.8","110","136","0.4","--","--","5.1","11.5","46","--","0.00","0.0","0.0","0.0","0.0","0.0","4:58.8","0:00","69.8","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-19 08:46:35,false,"Washington Cycling","1.13","106","00:11:31","110","131","0.8","--","--","5.9","19.2","33","46","0.00","0.0","0.0","0.0","0.0","0.0","11:31","0:00","73.4","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-18 08:57:42,false,"Washington Cycling","1.00","58","00:06:58.1","103","128","0.5","--","--","8.6","16.9","30","49","0.00","0.0","0.0","0.0","0.0","0.0","6:58.1","0:00","68.0","0:00","No","00:00.00","1","0.0"
Elliptical,2018-12-17 22:34:58,false,"Elliptical","0.00","343","00:27:12","130","161","3.2","94","158","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","27:12","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-17 08:48:47,false,"Washington Cycling","0.62","80","00:10:17","102","127","0.5","--","--","3.6","19.7","26","39","0.00","0.0","0.0","0.0","0.0","0.0","10:17","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-16 18:40:49,false,"Treadmill Running","2.01","250","00:16:23","144","162","3.1","165","171","8:09","7:58","--","--","1.13","0.0","0.0","0.0","0.0","0.0","16:23","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-12-15 22:48:27,false,"Treadmill Running","2.05","258","00:17:37","140","153","3.0","164","175","8:35","7:18","--","--","1.25","0.0","0.0","0.0","0.0","0.0","17:37","0:00","77.0","0:00","No","00:00.00","3","0.0"
Elliptical,2018-12-14 21:23:27,false,"Elliptical","0.00","493","00:35:21","139","169","3.3","129","170","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","35:21","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-13 21:23:42,false,"Treadmill Running","0.99","131","00:07:58.3","157","171","2.6","166","191","8:04","7:02","--","--","1.20","0.0","0.0","0.0","0.0","0.0","7:58.3","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-13 20:29:44,false,"Treadmill Running","1.06","143","00:10:01","138","155","2.3","144","179","9:27","7:12","--","--","1.11","0.0","0.0","0.0","0.0","0.0","10:01","0:00","77.0","0:00","No","00:00.00","2","0.0"
Cycling,2018-12-13 18:52:39,false,"Washington Cycling","0.79","77","00:10:04","101","126","0.5","--","--","4.7","15.0","56","30","0.00","0.0","0.0","0.0","0.0","0.0","10:04","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-13 08:42:57,false,"Washington Cycling","0.44","45","00:05:59.3","101","122","0.3","--","--","4.4","14.8","16","36","0.00","0.0","0.0","0.0","0.0","0.0","5:59.3","0:00","71.6","0:00","No","00:00.00","1","0.0"
Elliptical,2018-12-12 22:23:19,false,"Elliptical","0.00","382","00:29:12","133","151","2.8","112","197","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","29:12","0:00","75.2","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-12-11 21:31:16,false,"Treadmill Running","2.00","249","00:15:30","152","162","3.2","169","177","7:44","5:40","--","--","1.23","0.0","0.0","0.0","0.0","0.0","15:30","0:00","73.4","0:00","No","00:00.00","3","0.0"
Cycling,2018-12-11 09:00:49,false,"Washington Cycling","0.55","86","00:09:38.0","108","129","0.8","--","--","3.4","18.3","16","33","0.00","0.0","0.0","0.0","0.0","0.0","9:38.0","0:00","62.6","0:00","No","00:00.00","1","0.0"
Elliptical,2018-12-10 21:25:40,false,"Elliptical","0.00","470","00:36:18","132","180","3.3","111","236","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","36:18","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-10 09:01:44,false,"Washington Cycling","0.48","69","00:08:02.8","106","123","0.5","--","--","3.5","20.1","7","26","0.00","0.0","0.0","0.0","0.0","0.0","8:02.8","0:00","60.8","0:00","No","00:00.00","1","0.0"
Elliptical,2018-12-07 19:17:10,false,"Elliptical","0.00","473","00:43:13","126","166","2.6","88","238","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","43:13","0:00","77.0","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-07 08:50:17,false,"Washington Cycling","0.59","63","00:05:31.1","120","133","0.9","--","--","6.4","17.1","23","52","0.00","0.0","0.0","0.0","0.0","0.0","5:31.1","0:00","73.4","0:00","No","00:00.00","1","0.0"
Elliptical,2018-12-06 22:12:57,false,"Elliptical","0.00","389","00:35:55","122","146","2.3","82","194","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","35:55","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-06 19:00:40,false,"Washington Cycling","0.67","50","00:06:36.9","98","127","0.4","--","--","6.0","14.4","43","23","0.00","0.0","0.0","0.0","0.0","0.0","6:36.9","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-06 08:45:52,false,"Washington Cycling","0.60","50","00:06:33.6","101","116","0.3","--","--","5.5","16.4","20","46","0.00","0.0","0.0","0.0","0.0","0.0","6:33.6","0:00","66.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-05 08:56:25,false,"Washington Cycling","0.70","82","00:08:18.7","113","127","0.8","--","--","5.1","18.2","26","52","0.00","0.0","0.0","0.0","0.0","0.0","8:18.7","0:00","73.4","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-03 18:23:26,false,"Washington Cycling","1.15","69","00:08:30.4","104","126","0.5","--","--","8.1","17.4","52","33","0.00","0.0","0.0","0.0","0.0","0.0","8:30.4","0:00","68.0","0:00","No","00:00.00","1","0.0"
Cycling,2018-12-02 20:23:47,false,"Washington Cycling","0.89","77","00:12:29","94","109","0.3","--","--","4.3","15.9","10","23","0.00","0.0","0.0","0.0","0.0","0.0","12:29","0:00","69.8","0:00","No","00:00.00","2","0.0"
Running,2018-12-02 13:18:46,false,"Washington Running","2.95","394","00:24:32","153","167","3.5","167","187","8:19","6:49","184","184","1.16","0.0","0.0","0.0","0.0","0.0","24:32","0:00","73.4","0:00","No","00:00.00","3","0.0"
Cycling,2018-09-30 18:14:24,false,"Washington Cycling","1.87","116","00:21:17","90","118","0.3","--","--","5.3","10.2","75","49","0.00","0.0","0.0","0.0","0.0","0.0","21:17","0:00","78.8","0:00","No","00:00.00","1","0.0"
Cycling,2018-09-29 09:58:48,false,"Washington Cycling","0.44","28","00:03:51.8","99","112","0.1","--","--","6.8","17.9","13","26","0.00","0.0","0.0","0.0","0.0","0.0","3:51.8","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-09-28 22:49:23,false,"Washington Running","2.02","273","00:17:52","146","164","3.0","164","179","8:50","7:25","151","125","1.11","0.0","0.0","0.0","0.0","0.0","17:52","0:00","69.8","0:00","No","00:00.00","3","0.0"
Cycling,2018-09-25 08:50:43,false,"Washington Cycling","0.65","46","00:06:52.9","95","128","0.3","--","--","5.6","15.2","23","10","0.00","0.0","0.0","0.0","0.0","0.0","6:52.9","0:00","75.2","0:00","No","00:00.00","1","0.0"
Running,2018-09-24 18:54:57,false,"Washington Running","2.04","271","00:17:14","150","168","3.1","164","181","8:26","6:23","161","105","1.17","0.0","0.0","0.0","0.0","0.0","17:14","0:00","68.0","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-09-23 21:19:56,false,"Treadmill Running","2.63","345","00:22:44","144","159","3.1","157","171","8:39","7:07","--","--","1.19","0.0","0.0","0.0","0.0","0.0","22:44","0:00","77.0","0:00","No","00:00.00","3","0.0"
Running,2018-09-22 19:48:38,false,"Washington Running","2.05","286","00:17:45","153","176","3.2","162","175","8:40","6:52","161","121","1.15","0.0","0.0","0.0","0.0","0.0","17:45","0:00","71.6","0:00","No","00:00.00","3","0.0"
Running,2018-09-21 22:22:11,false,"Washington Running","2.10","294","00:21:53","135","146","2.5","156","174","10:26","8:20","161","131","0.99","0.0","0.0","0.0","0.0","0.0","21:53","0:00","78.8","0:00","No","00:00.00","3","0.0"
Cycling,2018-09-21 08:37:56,false,"Washington Cycling","0.17","9","00:01:33.1","92","100","0.0","--","--","6.4","10.7","13","--","0.00","0.0","0.0","0.0","0.0","0.0","1:33.1","0:00","77.0","0:00","No","00:00.00","1","0.0"
Running,2018-09-18 20:57:50,false,"Washington Running","1.96","293","00:20:32","140","160","2.7","156","172","10:27","8:27","157","115","0.99","0.0","0.0","0.0","0.0","0.0","20:32","0:00","78.8","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-09-16 18:40:49,false,"Treadmill Running","1.00","143","00:08:33.6","155","163","2.4","163","171","8:34","7:41","--","--","1.15","0.0","0.0","0.0","0.0","0.0","8:33.6","0:00","75.2","0:00","No","00:00.00","1","0.0"
Cycling,2018-09-16 17:34:09,false,"Washington Cycling","1.09","45","00:06:54.2","93","113","0.1","--","--","9.5","20.5","36","33","0.00","0.0","0.0","0.0","0.0","0.0","6:54.2","0:00","82.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-09-15 23:43:20,false,"Treadmill Running","1.01","124","00:08:25.6","139","159","2.1","161","171","8:21","6:46","--","--","1.20","0.0","0.0","0.0","0.0","0.0","8:25.6","0:00","75.2","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-09-14 22:56:00,false,"Treadmill Running","1.03","191","00:17:43","123","151","2.2","81","171","17:12","6:48","--","--","0.81","0.0","0.0","0.0","0.0","0.0","17:43","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-09-09 20:51:47,false,"Treadmill Running","1.05","133","00:08:21.8","148","160","2.2","165","173","8:00","7:27","--","--","1.22","0.0","0.0","0.0","0.0","0.0","8:21.8","0:00","77.0","0:00","No","00:00.00","2","0.0"
Treadmill Running,2018-09-09 20:00:28,false,"Treadmill Running","1.02","123","00:08:26.9","137","159","2.0","162","223","8:17","7:04","--","--","1.28","0.0","0.0","0.0","0.0","0.0","8:26.9","0:00","78.8","0:00","No","00:00.00","2","0.0"
Running,2018-08-29 14:55:49,false,"Kansas City Running","4.30","536","00:34:50","146","164","3.3","165","179","8:06","6:55","121","125","1.20","0.0","0.0","0.0","0.0","0.0","34:50","0:00","78.8","0:00","No","00:00.00","5","0.0"
Running,2018-08-28 15:24:46,false,"Kansas City Running","4.26","608","00:36:41","156","183","4.0","163","184","8:37","6:30","105","144","1.14","0.0","0.0","0.0","0.0","0.0","36:41","0:00","82.4","0:00","No","00:00.00","5","0.0"
Running,2018-08-27 12:35:55,false,"Kansas City Running","4.25","571","00:36:24","150","169","3.5","164","176","8:34","7:05","98","135","1.15","0.0","0.0","0.0","0.0","0.0","36:24","0:00","86.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-23 21:27:43,false,"Kansas City Running","4.40","675","00:40:02","158","182","4.2","161","177","9:06","7:06","131","148","1.10","0.0","0.0","0.0","0.0","0.0","40:02","0:00","71.6","0:00","No","00:00.00","5","0.0"
Running,2018-08-21 14:23:35,false,"Kansas City Running","4.25","567","00:35:59","147","159","3.4","164","172","8:28","7:36","102","138","1.16","0.0","0.0","0.0","0.0","0.0","35:59","0:00","84.2","0:00","No","00:00.00","5","0.0"
Running,2018-08-20 17:22:30,false,"Kansas City Running","3.01","435","00:27:04","151","171","3.3","163","176","8:59","6:17","138","157","1.10","0.0","0.0","0.0","0.0","0.0","27:04","0:00","71.6","0:00","No","00:00.00","4","0.0"
Running,2018-08-19 14:52:52,false,"Kansas City Running","3.00","373","00:26:00","138","155","2.8","161","173","8:39","7:16","72","85","1.15","0.0","0.0","0.0","0.0","0.0","26:00","0:00","77.0","0:00","No","00:00.00","4","0.0"
Running,2018-08-18 13:45:35,false,"Kansas City Running","4.30","614","00:37:13","154","176","3.9","163","172","8:39","7:35","115","125","1.14","0.0","0.0","0.0","0.0","0.0","37:13","0:00","86.0","0:00","No","00:00.00","5","0.0"
Running,2018-08-16 14:28:27,false,"Kansas City Running","3.00","361","00:22:25","150","180","3.3","169","229","7:28","6:12","79","98","1.27","0.0","0.0","0.0","0.0","0.0","22:25","0:00","84.2","0:00","No","00:00.00","4","0.0"
Running,2018-08-14 12:57:26,false,"Kansas City Running","1.74","240","00:16:47","136","148","2.4","159","169","9:38","1:30","82","89","1.05","0.0","0.0","0.0","0.0","0.0","16:47","0:00","84.2","0:00","No","00:00.00","2","0.0"
Running,2018-08-11 14:10:51,false,"Kansas City Running","3.01","401","00:26:11","144","163","3.1","160","176","8:43","7:23","85","89","1.15","0.0","0.0","0.0","0.0","0.0","26:11","0:00","84.2","0:00","No","00:00.00","4","0.0"
Running,2018-08-10 11:57:52,false,"Kansas City Running","3.01","419","00:26:14","150","171","3.3","162","176","8:44","7:22","82","82","1.14","0.0","0.0","0.0","0.0","0.0","26:14","0:00","87.8","0:00","No","00:00.00","4","0.0"
Running,2018-08-08 16:27:20,false,"Kansas City Running","4.40","596","00:37:37","148","172","3.6","162","176","8:33","7:09","138","135","1.16","0.0","0.0","0.0","0.0","0.0","37:37","0:00","84.2","0:00","No","00:00.00","5","0.0"
Running,2018-08-04 12:11:17,false,"Kansas City Running","3.69","512","00:32:10","151","171","3.3","160","182","8:43","6:43","154","128","1.15","0.0","0.0","0.0","0.0","0.0","32:10","0:00","87.8","0:00","No","00:00.00","4","0.0"
Running,2018-08-03 16:22:50,false,"Kansas City Running","3.00","395","00:24:33","152","174","3.4","164","174","8:10","6:36","82","85","1.20","0.0","0.0","0.0","0.0","0.0","24:33","0:00","84.2","0:00","No","00:00.00","4","0.0"
Running,2018-08-02 15:23:28,false,"Kansas City Running","4.31","594","00:36:29","152","174","3.9","163","174","8:28","7:28","108","121","1.17","0.0","0.0","0.0","0.0","0.0","36:29","0:00","87.8","0:00","No","00:00.00","5","0.0"
Running,2018-07-30 19:34:30,false,"Kansas City Running","3.00","375","00:24:18","146","165","3.2","162","175","8:06","6:56","72","89","1.23","0.0","0.0","0.0","0.0","0.0","24:18","0:00","77.0","0:00","No","00:00.00","4","0.0"
Running,2018-07-28 12:38:37,false,"Kansas City Running","4.31","572","00:35:40","153","178","3.8","165","180","8:17","6:50","125","138","1.18","0.0","0.0","0.0","0.0","0.0","35:40","0:00","82.4","0:00","No","00:00.00","5","0.0"
Running,2018-07-25 13:35:47,false,"Kansas City Running","3.01","389","00:24:15","152","176","3.5","164","178","8:04","6:42","66","82","1.21","0.0","0.0","0.0","0.0","0.0","24:15","0:00","80.6","0:00","No","00:00.00","4","0.0"
Running,2018-07-23 11:53:09,false,"Kansas City Running","3.86","493","00:40:52","127","141","2.1","154","226","10:36","8:32","112","79","0.99","0.0","0.0","0.0","0.0","0.0","40:52","0:00","82.4","0:00","No","00:00.00","4","0.0"
Running,2018-07-21 14:36:03,false,"Kansas City Running","1.19","149","00:10:03","142","161","2.3","152","174","8:25","6:59","36","52","1.25","0.0","0.0","0.0","0.0","0.0","10:03","0:00","80.6","0:00","No","00:00.00","2","0.0"
Running,2018-07-18 13:16:20,false,"Kansas City Running","0.55","69","00:04:18.6","155","172","1.8","159","189","7:49","6:03","39","33","1.30","0.0","0.0","0.0","0.0","0.0","4:18.6","0:00","84.2","0:00","No","00:00.00","1","0.0"
Running,2018-07-18 12:46:28,false,"Kansas City Running","2.99","411","00:25:39","152","182","3.4","160","184","8:35","6:28","92","69","1.17","0.0","0.0","0.0","0.0","0.0","25:39","0:00","84.2","0:00","No","00:00.00","3","0.0"
Running,2018-07-17 12:33:25,false,"Kansas City Running","1.90","253","00:16:39","146","165","2.8","159","183","8:46","6:54","105","82","1.15","0.0","0.0","0.0","0.0","0.0","16:39","0:00","82.4","0:00","No","00:00.00","2","0.0"
Running,2018-07-16 18:17:10,false,"Kansas City Running","3.01","397","00:24:43","153","177","3.5","163","176","8:14","7:11","79","102","1.20","0.0","0.0","0.0","0.0","0.0","24:43","0:00","86.0","0:00","No","00:00.00","4","0.0"
Cycling,2018-07-14 22:44:31,false,"Kansas City Cycling","1.82","139","00:15:55","108","132","0.8","--","--","6.9","19.3","33","79","0.00","0.0","0.0","0.0","0.0","0.0","15:55","0:00","82.4","0:00","No","00:00.00","1","0.0"
Cycling,2018-07-14 21:33:26,false,"Kansas City Cycling","2.41","166","00:22:12","102","134","0.8","--","--","6.5","14.5","144","72","0.00","0.0","0.0","0.0","0.0","0.0","22:12","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2018-07-12 18:28:38,false,"Kansas City Running","3.01","416","00:25:59","152","176","3.5","159","172","8:39","7:11","72","92","1.17","0.0","0.0","0.0","0.0","0.0","25:59","0:00","82.4","0:00","No","00:00.00","4","0.0"
Running,2018-07-11 13:50:57,false,"Kansas City Running","0.78","107","00:06:38.1","156","174","2.4","162","245","8:30","6:56","43","66","1.17","0.0","0.0","0.0","0.0","0.0","6:38.1","0:00","77.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-11 13:06:35,false,"Kansas City Running","0.77","92","00:06:00.4","144","158","2.0","162","179","7:50","6:31","49","52","1.27","0.0","0.0","0.0","0.0","0.0","6:00.4","0:00","80.6","0:00","No","00:00.00","1","0.0"
Running,2018-07-09 17:24:20,false,"Kansas City Running","0.80","110","00:07:21.5","144","159","2.0","156","172","9:11","8:03","46","75","1.13","0.0","0.0","0.0","0.0","0.0","7:21.5","0:00","77.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-09 16:26:25,false,"Kansas City Running","0.73","93","00:06:08.0","144","163","2.0","161","177","8:24","7:08","52","46","1.19","0.0","0.0","0.0","0.0","0.0","6:08.0","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2018-07-07 13:17:07,false,"Kansas City Running","0.80","116","00:07:21.9","152","170","2.2","160","170","9:09","8:04","43","66","1.10","0.0","0.0","0.0","0.0","0.0","7:21.9","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-07-07 12:35:18,false,"Kansas City Running","0.84","107","00:07:02.1","146","167","2.1","163","176","8:20","7:05","75","52","1.18","0.0","0.0","0.0","0.0","0.0","7:02.1","0:00","87.8","0:00","No","00:00.00","1","0.0"
Running,2018-07-05 18:26:00,false,"Kansas City Running","4.31","587","00:37:39","151","179","3.8","162","186","8:44","6:19","108","138","1.14","0.0","0.0","0.0","0.0","0.0","37:39","0:00","82.4","0:00","No","00:00.00","5","0.0"
Running,2018-07-03 18:20:00,false,"Kansas City Running","0.81","106","00:07:01.4","148","159","2.1","157","170","8:42","7:55","39","75","1.18","0.0","0.0","0.0","0.0","0.0","7:01.4","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-07-03 17:40:58,false,"Kansas City Running","0.74","90","00:06:33.3","137","157","1.8","160","172","8:54","7:45","56","52","1.13","0.0","0.0","0.0","0.0","0.0","6:33.3","0:00","82.4","0:00","No","00:00.00","1","0.0"
Running,2018-07-02 16:14:30,false,"Kansas City Running","4.32","564","00:37:46","146","172","3.4","162","178","8:45","6:50","108","131","1.14","0.0","0.0","0.0","0.0","0.0","37:46","0:00","82.4","0:00","No","00:00.00","5","0.0"
Running,2018-07-01 14:26:10,false,"Kansas City Running","0.80","100","00:06:40.4","144","164","2.1","163","177","8:20","6:49","52","79","1.18","0.0","0.0","0.0","0.0","0.0","6:40.4","0:00","77.0","0:00","No","00:00.00","1","0.0"
Running,2018-07-01 13:38:48,false,"Kansas City Running","0.78","88","00:07:00.5","126","148","1.5","158","186","9:01","6:22","75","49","1.13","0.0","0.0","0.0","0.0","0.0","7:00.5","0:00","84.2","0:00","No","00:00.00","1","0.0"
Running,2018-06-26 16:43:53,false,"Kansas City Running","4.31","585","00:36:56","152","181","3.9","164","182","8:35","7:09","121","144","1.15","0.0","0.0","0.0","0.0","0.0","36:56","0:00","87.8","0:00","No","00:00.00","5","0.0"
Running,2018-06-22 18:14:39,false,"Kansas City Running","0.75","108","00:07:15.9","146","162","2.1","159","173","9:41","2:35","43","66","1.05","0.0","0.0","0.0","0.0","0.0","7:15.9","0:00","75.2","0:00","No","00:00.00","1","0.0"
Running,2018-06-22 17:36:00,false,"Kansas City Running","0.81","149","00:12:25","128","150","2.0","101","171","15:24","8:14","75","43","1.03","0.0","0.0","0.0","0.0","0.0","12:25","0:00","77.0","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-06-21 12:50:33,false,"Treadmill Running","0.76","127","00:08:55.2","146","166","2.2","124","173","11:44","7:13","--","--","1.11","0.0","0.0","0.0","0.0","0.0","8:55.2","0:00","73.4","0:00","No","00:00.00","1","0.0"
Treadmill Running,2018-06-21 12:06:17,false,"Treadmill Running","0.89","115","00:07:57.2","138","150","2.1","159","173","8:53","7:23","--","--","1.14","0.0","0.0","0.0","0.0","0.0","7:57.2","0:00","75.2","0:00","No","00:00.00","1","0.0"
Running,2018-06-19 15:57:15,false,"Kansas City Running","2.27","293","00:21:21","137","155","2.3","148","179","9:25","6:41","95","105","1.15","0.0","0.0","0.0","0.0","0.0","21:21","0:00","80.6","0:00","No","00:00.00","3","0.0"
Treadmill Running,2018-06-18 16:29:19,false,"Treadmill Running","0.76","112","00:07:59.0","139","163","2.0","131","187","10:29","5:16","--","--","1.17","0.0","0.0","0.0","0.0","0.0","7:59.0","0:00","78.8","0:00","No","00:00.00","1","0.0"
Running,2018-06-15 15:00:32,false,"Kansas City Running","3.01","424","00:28:02","148","170","3.3","147","192","9:19","5:57","82","112","1.18","0.0","0.0","0.0","0.0","0.0","28:02","0:00","82.4","0:00","No","00:00.00","4","0.0"
Running,2018-06-13 16:44:25,false,"Kansas City Running","4.13","538","00:37:06","145","177","3.4","161","177","8:59","7:16","89","135","1.11","0.0","0.0","0.0","0.0","0.0","37:06","0:00","80.6","0:00","No","00:00.00","5","0.0"
